income,loan_amount,interest_rate,previous_loan_status,loan_approved,default_risk_score
471830,1402935,13.3,1,0,100.0
1754205,654008,8.25,0,0,37.79
515507,339258,9.19,0,0,46.62
559687,949574,11.82,1,1,100.0
1904597,722633,8.53,0,0,35.38
1424491,1466926,11.29,1,0,73.47
1868537,616967,13.85,1,0,48.28
654179,1361147,12.97,1,0,100.0
1230596,640555,8.82,1,1,39.24
242828,50799,7.88,1,0,27.4
1035036,1416379,7.86,0,0,83.5
472670,588769,8.49,1,0,75.44
1274168,337555,9.94,1,1,36.64
491126,697302,9.17,1,0,85.05
986639,458177,6.33,0,0,31.2
1480617,564111,6.63,0,0,29.29
1599453,1150266,8.43,1,0,50.85
954296,627158,10.62,1,1,49.71
324982,1074040,10.93,1,0,100.0
1505487,741495,9.86,1,1,43.72
1317195,136928,12.39,1,0,29.1
1933264,784158,12.37,0,0,41.47
508623,645053,9.28,1,1,81.35
1750219,1384492,6.24,1,0,50.93
1399751,855231,10.3,0,0,49.99
370963,1472771,8.81,0,0,100.0
1390402,704229,6.38,1,1,34.03
1067869,1122131,14.82,1,0,79.79
1347116,1487939,8.7,0,0,74.3
1059414,1496053,11.26,1,0,88.86
1875611,431977,9.9,0,0,30.14
386994,905434,6.43,0,0,100.0
510375,358697,5.56,1,1,50.89
229301,1363808,11.26,0,0,100.0
1471300,575403,7.47,1,1,38.66
1762579,1037618,7.44,1,0,47.51
1244327,773486,14.57,0,0,61.11
393783,122908,9.62,1,0,38.45
1945259,421087,5.29,1,1,22.06
218752,59422,8.4,1,0,28.96
1215416,224698,10.84,1,1,29.65
937565,663521,8.29,1,1,52.62
868755,892606,5.27,0,0,65.01
417029,1136319,9.44,0,0,100.0
1107669,500415,6.06,1,1,30.1
1304849,1491008,11.19,0,0,82.41
1507079,703288,11.2,1,1,47.21
1864742,1483498,5.38,0,0,53.75
1368544,78834,7.91,1,1,23.47
577844,598723,9.14,0,0,67.6
1849423,1185788,10.5,1,0,50.0
210699,486770,7.96,1,0,100.0
1444709,628843,7.88,0,0,41.3
734003,135350,14.83,1,0,34.02
1267745,64716,5.42,1,1,8.5
718652,1158837,14.89,1,0,100.0
318413,995032,5.48,0,0,100.0
1892128,838427,7.88,1,1,35.94
1516502,742019,9.94,1,1,47.59
1992113,1114098,6.43,0,0,42.72
1771564,1490352,6.35,1,0,58.14
1373057,379782,7.56,0,0,27.79
415400,937766,14.74,1,0,100.0
1232532,605134,8.8,1,1,42.3
759873,910075,10.66,1,1,80.95
1427512,1027600,12.04,1,0,57.95
592136,1385119,12.42,1,0,100.0
1696906,780520,11.88,1,1,47.0
589954,273734,8.37,1,1,35.73
238067,1098278,6.12,1,0,100.0
1946621,794027,7.82,1,1,31.24
218073,173182,7.1,1,0,49.67
236035,98591,6.36,0,0,32.31
1444625,1250362,5.24,1,0,51.81
433782,1073671,14.36,1,0,100.0
814661,1396597,14.21,0,0,100.0
814805,134106,5.5,1,1,23.93
1838314,411998,6.73,1,1,21.27
1783246,214486,6.4,1,1,16.32
926331,660864,7.81,1,1,50.91
1706404,784303,7.04,0,0,38.47
1994291,785062,14.46,1,0,49.61
261929,777468,5.84,1,0,100.0
957771,142508,7.12,1,1,24.05
1085296,1407555,5.81,1,0,79.93
867689,768693,14.8,0,0,78.89
980965,948886,14.18,0,0,76.38
487313,728283,12.17,1,0,100.0
287468,1214638,9.26,0,0,100.0
1283170,1029359,6.9,1,0,55.48
391703,422598,7.21,1,0,69.76
1293609,672672,9.43,1,1,48.97
1835997,751506,12.68,1,0,50.31
1190669,1420752,7.65,1,0,71.75
1322437,1474241,8.11,0,0,71.89
907650,952810,11.0,1,1,78.9
493894,591428,7.38,1,0,73.46
1813325,314814,10.84,1,1,27.69
1715592,1397239,8.87,1,0,54.49
1326798,1025315,5.34,1,0,50.29
836308,153565,9.03,0,0,29.24
993153,720051,14.2,0,0,61.61
744897,941588,7.93,1,1,80.8
1903377,235964,8.23,0,0,26.65
1452557,1286855,5.66,1,0,53.05
304211,1096094,11.15,1,0,100.0
1434897,1345237,13.49,0,0,77.21
1690687,1263088,8.53,0,0,58.58
687689,1369350,7.4,1,0,100.0
1123160,1358876,14.57,0,0,91.85
1060952,1338220,12.45,1,0,88.88
1705532,804108,10.67,1,1,42.31
1050741,782878,8.06,1,1,56.61
1278560,1172767,7.21,1,0,59.99
1891811,1051622,12.16,1,0,54.12
1977758,1199167,10.22,1,0,48.77
1254477,316152,10.21,1,1,36.18
362624,419552,5.74,1,0,66.97
1470893,312640,10.12,0,0,29.52
1541775,411911,13.23,0,0,38.73
893045,1096251,14.47,1,0,87.38
1191469,335356,6.07,1,1,29.96
345788,881659,11.31,1,0,100.0
838387,956185,10.68,1,1,79.02
735426,1218694,13.9,1,0,100.0
890658,322028,12.51,1,0,43.91
1168616,166481,14.65,1,0,34.69
223429,118259,14.6,1,0,58.48
1823064,99810,7.26,1,1,17.25
1450956,1228502,12.25,0,0,63.46
1690036,66375,10.31,1,1,20.75
972577,288117,7.15,1,1,30.03
1493703,992722,6.95,1,1,48.72
1087700,1260213,5.81,1,0,70.03
1265923,152654,12.96,1,0,29.67
1920856,869407,8.25,0,0,40.07
756110,250798,13.57,0,0,42.05
1164163,182955,11.08,1,1,27.27
1812972,1035926,11.74,1,0,56.51
1115387,124489,7.92,0,0,19.57
1730891,582669,9.57,1,1,34.33
207967,194867,9.12,1,0,69.06
1784735,112999,7.36,0,0,14.31
425371,362051,13.33,1,0,70.06
1457100,906899,11.22,1,1,56.4
1978206,743852,5.37,1,1,27.28
1413261,469627,13.2,1,0,46.46
752467,947156,6.06,1,1,77.75
451537,1250182,9.04,1,0,100.0
1956124,415213,10.71,1,1,28.22
1041531,594284,5.08,1,1,43.39
1808126,1204258,11.53,0,0,57.6
1064645,395753,11.6,1,1,41.96
1628127,559220,11.53,0,0,44.09
1135772,1040170,6.63,1,0,58.26
671082,1462210,7.56,1,0,100.0
260545,121325,7.47,1,0,41.81
1483131,426570,14.6,0,0,42.51
423894,1116105,5.68,0,0,100.0
927506,627834,9.29,1,1,49.99
1189470,1368662,13.71,1,0,86.98
1550642,756376,12.69,1,0,49.87
1815777,672068,13.22,1,0,41.6
1607753,1361016,14.72,1,0,68.13
1615512,1166521,8.87,0,0,53.42
450497,109980,8.1,0,0,30.51
1173181,893214,5.31,0,0,49.72
1219658,215301,6.5,1,1,25.37
1691633,670670,10.62,1,1,39.96
901692,1152020,6.58,0,0,80.48
1733854,347180,12.36,0,0,30.1
1106295,1358762,5.37,1,0,70.81
1404680,732527,7.59,1,1,36.98
893206,888099,11.95,1,1,77.81
1963410,1181913,7.56,0,0,44.97
1293512,1412188,12.29,1,0,77.33
885154,1171470,14.96,1,0,96.02
1965524,496300,12.97,1,0,38.89
1450632,637426,8.42,0,0,42.27
425469,1383308,14.01,1,0,100.0
1276717,899333,5.51,1,1,45.55
337478,460887,12.25,1,0,97.4
1345935,1093228,5.23,1,0,55.76
1109711,1181614,6.75,1,0,62.12
1402939,968164,14.88,1,0,66.33
1814432,419355,8.61,1,1,27.49
821827,843354,13.2,0,0,79.46
1819715,1274369,8.76,0,0,53.9
693158,500472,13.4,0,0,61.2
1827687,826385,14.65,1,0,56.77
223312,953649,9.36,0,0,100.0
1160612,250015,10.59,1,1,33.27
627387,1222914,11.29,1,0,100.0
634995,1126419,14.35,0,0,100.0
1972764,1056840,7.57,1,0,39.93
1749107,1031489,11.11,0,0,48.7
998843,415208,8.25,1,1,40.1
1744613,277997,7.17,1,1,25.32
1497638,1224993,5.85,1,0,50.16
1043441,1215161,11.21,0,0,75.69
1657214,604634,13.82,1,0,45.12
635684,269356,8.51,1,1,40.08
1805235,1483872,10.53,1,0,63.38
257022,948201,11.42,1,0,100.0
533373,534600,9.15,1,1,66.43
1347647,870015,14.03,1,0,60.08
1430844,1242211,8.63,1,0,55.82
1197858,227132,6.25,0,0,17.72
558918,310609,6.44,1,1,37.29
689626,696231,13.91,1,0,79.55
488859,819822,14.88,1,0,100.0
1014037,739050,7.89,1,1,51.45
1872717,1471953,6.44,0,0,53.39
755462,275784,9.82,1,1,41.2
1127460,64925,12.1,1,0,27.58
1746236,1181760,11.12,0,0,52.85
1324949,249330,14.51,1,0,42.95
1441597,710715,13.18,1,0,46.91
393718,1406789,13.69,0,0,100.0
794305,799695,10.42,1,1,75.39
263037,1199430,8.27,1,0,100.0
1862682,890903,12.02,0,0,49.58
730836,344849,9.39,1,1,40.39
841269,224981,7.88,0,0,24.92
1482789,269678,6.52,1,1,20.79
404366,178501,10.28,1,0,41.65
702420,1214937,10.94,0,0,100.0
354249,1283387,10.69,1,0,100.0
1534742,257892,6.17,1,1,19.3
1879161,661561,10.7,1,1,40.4
1238199,1383961,6.68,1,0,73.74
860902,100818,11.64,1,1,31.17
1470660,201967,9.29,1,1,28.24
1738112,404451,13.49,1,0,36.68
1309004,1292057,12.78,1,0,70.96
1926676,1427640,12.24,0,0,59.44
1570073,496771,12.01,1,0,38.87
1885996,168642,10.6,1,1,27.57
1436180,1426173,5.61,1,0,65.27
740340,859121,11.55,1,1,84.21
1349265,245428,9.67,1,1,26.1
902436,451468,9.7,0,0,47.62
646636,867276,8.79,1,1,83.76
856031,145687,14.29,1,0,33.84
462307,340667,7.49,0,0,51.44
1552144,564513,8.17,1,1,35.16
1751330,1240130,14.63,1,0,67.3
1171248,162105,13.1,1,0,31.62
663547,1492285,5.14,0,0,100.0
603850,89767,14.06,0,0,31.5
1384446,603838,7.27,0,0,32.47
1533140,1243481,12.06,1,0,69.17
710259,1232618,10.53,1,0,100.0
1893439,145494,10.37,1,1,29.27
1540020,1090016,12.18,1,0,57.77
1259325,950287,7.07,1,1,48.79
828419,1181257,6.59,1,0,89.29
1929057,754537,11.52,0,0,47.48
1548207,966978,7.91,1,1,42.83
425019,1350987,14.74,0,0,100.0
1675153,766861,9.52,1,1,39.82
797218,603188,6.12,0,0,54.16
1917992,64126,11.86,0,0,21.28
1539100,391447,8.06,1,1,32.72
1017052,266651,6.49,1,1,21.12
1505129,379205,9.23,0,0,31.28
1697108,66978,14.64,1,0,29.61
919401,1407368,9.11,1,0,94.03
1628080,1361775,8.47,1,0,58.1
1301928,125582,9.45,1,1,25.26
624127,1331035,5.12,1,0,100.0
1412432,655502,6.33,1,1,37.78
203191,488092,13.5,0,0,100.0
828864,797520,14.78,0,0,74.52
1444289,448471,6.58,0,0,29.75
642939,518163,10.36,1,1,56.88
1252207,889812,14.66,1,0,69.76
1385820,820008,6.57,1,1,45.57
504224,627621,6.86,0,0,78.01
420169,354603,14.27,1,0,68.41
814641,952950,12.06,1,0,78.09
1662073,348307,6.52,0,0,28.31
752959,1263619,8.93,1,0,98.25
1895675,1094654,5.56,1,0,43.3
1955367,1445450,9.33,1,0,52.6
421972,331620,12.78,0,0,63.6
1638454,1429300,10.54,1,0,66.63
948321,1350407,11.47,0,0,98.59
708679,942008,8.27,1,1,78.2
621818,398737,6.61,0,0,42.89
1992725,774410,5.13,1,1,32.34
1927408,1305174,13.21,0,0,57.01
904590,1499299,11.37,0,0,100.0
1191120,717478,7.29,1,1,40.16
1255675,231601,9.18,1,1,27.61
1667223,118682,13.01,1,0,32.26
780780,1321585,10.39,0,0,100.0
1345298,497392,8.0,1,1,32.16
1165188,1345129,7.67,1,0,69.28
754399,1452433,7.18,1,0,100.0
263936,1464780,13.24,1,0,100.0
1926550,709774,10.82,1,1,38.37
423332,1181606,12.09,1,0,100.0
925836,1218936,13.6,1,0,89.71
1571640,709297,14.87,1,0,53.62
687510,1054366,7.49,0,0,96.38
263530,744025,6.81,1,0,100.0
1678016,517726,9.62,1,1,33.24
1518508,985004,5.35,1,1,42.35
1800946,1212936,12.92,1,0,58.71
1862434,1362470,13.84,1,0,67.86
1873879,639306,11.86,1,1,45.72
1980752,1092960,7.68,1,0,46.21
1396179,1495819,6.23,1,0,66.61
1074772,186817,8.82,1,1,22.3
1867303,242803,13.33,1,0,37.71
1162361,864883,8.48,1,1,57.76
341214,405887,5.34,1,0,73.57
839341,907906,7.74,1,1,68.48
1821219,1110726,14.9,1,0,59.77
603082,849838,11.77,1,1,90.19
401139,1249429,14.01,0,0,100.0
1228494,1287065,12.75,0,0,82.32
1221318,952479,10.4,1,1,57.34
849714,249756,6.49,1,1,29.64
788315,67669,8.49,1,1,18.31
1699698,963817,10.84,0,0,48.96
1407786,384154,13.71,1,0,39.09
292601,257836,7.69,1,0,58.34
1278532,182915,6.21,1,1,17.66
1486916,246681,10.59,1,1,27.93
829085,625100,6.77,0,0,54.15
1112735,852491,11.1,1,1,58.51
1718087,1446989,7.64,1,0,60.54
1909375,827150,7.31,0,0,36.96
621486,1270416,8.99,0,0,100.0
803103,75395,10.93,1,1,30.74
239279,1380922,10.45,1,0,100.0
571931,980777,7.45,0,0,99.08
348702,1328283,13.91,1,0,100.0
1309639,821469,6.1,1,1,42.63
973887,274839,5.39,0,0,22.26
1502887,1318458,11.03,1,0,66.64
852184,1341378,6.23,0,0,94.0
1939080,824456,10.05,1,1,41.22
645377,907081,14.52,1,0,97.65
1738510,943155,11.99,1,1,47.63
719089,577169,11.17,1,1,57.74
946434,882345,10.75,0,0,69.89
1457008,921217,6.8,1,1,40.52
382051,508253,9.33,1,0,89.38
1346237,216415,8.43,1,1,25.84
1143693,521466,14.53,0,0,50.39
1946536,1238304,7.42,1,0,42.07
1701352,1366461,9.72,1,0,58.73
1719832,197733,14.38,1,0,38.18
323257,865122,12.89,1,0,100.0
1179062,344977,14.65,1,0,39.78
1517630,676854,11.08,1,1,47.23
1175217,1169816,8.34,0,0,64.03
1807828,681186,13.27,1,0,44.17
1203171,1438431,7.91,1,0,76.07
1667019,1024645,6.65,0,0,48.98
1123482,259304,12.06,1,0,32.75
1003585,405734,11.39,1,1,39.3
1570485,1179098,13.79,0,0,66.07
954444,423798,14.62,1,0,54.97
1881076,719800,13.57,1,0,47.75
1811935,169107,5.6,1,1,14.34
312990,451176,11.65,1,0,100.0
1318095,1121038,12.85,0,0,73.18
1258079,1093423,14.82,1,0,75.8
1440351,470474,8.75,1,1,36.86
1181883,142889,6.7,0,0,22.05
1868321,138952,13.53,1,0,28.36
913226,767884,8.17,0,0,54.89
1396553,465331,10.98,0,0,39.16
1818702,954498,8.9,0,0,48.58
1700071,751793,9.02,0,0,43.93
1862353,271576,12.32,0,0,28.0
226806,1055771,8.61,1,0,100.0
1424648,793681,11.93,1,1,55.45
615384,548149,5.14,1,1,55.95
270119,915796,8.25,1,0,100.0
1433741,906509,8.19,1,1,48.61
829720,352788,12.49,1,0,43.46
670641,374787,8.15,1,1,48.71
1079381,1374031,11.33,1,0,89.58
1719603,1090725,11.89,1,0,60.12
607507,304084,11.58,1,1,45.06
1950740,179466,11.03,1,1,30.1
1063403,1129107,9.14,1,0,71.97
1079903,64588,8.73,1,1,18.7
1085421,193452,10.65,1,1,30.01
284080,1260505,5.64,1,0,100.0
1501367,710457,13.76,1,0,53.09
1178836,1444994,13.25,0,0,86.39
1326370,369753,8.46,1,1,35.86
492985,1157056,10.67,1,0,100.0
324447,843476,14.32,1,0,100.0
320029,1038537,7.72,1,0,100.0
379830,824597,12.42,0,0,100.0
1756518,105486,5.83,1,1,16.36
1586992,1153738,10.23,1,0,52.9
761931,784647,13.84,1,0,84.12
506094,79882,10.52,0,0,25.54
1436497,628366,11.16,1,1,45.15
1611220,895166,14.08,1,0,53.43
883404,1337256,12.15,1,0,96.68
1747261,224898,11.96,1,1,30.95
587732,1448705,10.86,1,0,100.0
1788861,356172,11.33,0,0,31.38
1066183,562871,13.04,1,0,48.25
822893,673226,14.79,1,0,71.72
1041965,692607,12.95,1,0,61.8
544710,606831,12.08,1,0,77.82
1998806,698567,6.36,0,0,32.1
1918507,79362,13.17,0,0,24.17
832543,470531,12.36,0,0,51.59
984586,208818,12.7,0,0,35.75
1211967,453273,7.31,1,1,36.14
651157,1341297,14.03,0,0,100.0
1306581,879347,5.97,1,1,45.13
1465898,988565,7.54,1,1,50.08
1438360,739517,11.63,1,1,50.21
1816405,423519,11.74,1,1,35.32
223387,1240970,8.13,1,0,100.0
1080412,521058,12.02,0,0,49.85
1952844,870449,8.88,0,0,43.42
1334033,893224,5.0,1,1,40.02
344129,995246,6.63,1,0,100.0
1836892,1326784,13.83,1,0,65.46
1228308,1087904,7.23,1,0,61.3
1892110,1489918,6.13,0,0,54.45
517875,146950,11.82,1,1,39.36
1928794,224942,9.41,1,1,24.43
1428337,1163405,12.97,0,0,68.12
768926,819890,13.61,0,0,76.88
684814,941712,13.46,1,0,92.75
1426134,546195,8.13,1,1,39.68
1793431,1401441,10.06,1,0,63.41
622955,742505,11.5,1,1,84.83
1830668,322743,8.22,0,0,23.53
1619541,384738,5.41,1,1,24.19
1252330,525958,9.96,1,1,42.8
1799908,782790,5.13,1,1,32.16
267260,302856,14.51,1,0,88.16
1315488,334293,12.97,1,0,33.94
456695,771927,6.92,1,0,95.91
732994,1239856,7.88,0,0,100.0
995326,247170,14.83,1,0,46.46
546130,1469754,8.74,1,0,100.0
1068374,1279140,12.84,1,0,87.71
1955548,1119527,9.47,0,0,44.22
229725,229992,13.64,1,0,76.03
1385574,621054,12.04,1,0,41.99
304555,1257999,5.23,1,0,100.0
461486,527432,7.94,1,0,72.52
995928,661410,10.58,1,1,55.1
1829311,845740,14.26,1,0,56.43
1088036,895684,6.02,1,1,52.22
1933742,518361,11.01,0,0,33.49
1074631,1062535,8.02,0,0,61.98
765609,1181787,13.89,0,0,100.0
433103,497095,12.65,0,0,82.87
1182599,1225110,8.7,0,0,71.69
615872,583008,6.67,1,1,61.32
255147,438348,5.11,1,0,99.85
1864260,654281,11.21,1,1,38.13
642882,1035979,9.06,1,0,99.64
675584,359257,8.15,1,1,44.5
500931,885358,14.86,1,0,100.0
444839,254580,9.66,0,0,46.9
656162,624673,12.5,1,0,73.51
746015,1129229,6.77,1,0,84.43
1343657,1190441,5.13,1,0,58.42
1633441,700101,9.18,1,1,35.9
1840920,1244447,11.66,1,0,52.6
1907017,298535,10.07,1,1,25.12
889556,187116,13.9,1,0,38.34
892095,200943,9.34,1,1,28.23
960109,270375,8.11,0,0,29.7
1328678,555935,14.16,1,0,45.08
1197082,817522,9.07,1,1,49.62
356570,1055344,7.7,1,0,100.0
1849729,395252,5.98,1,1,19.94
1935592,1333596,12.93,0,0,62.34
1316271,99892,13.25,1,0,31.05
631116,231593,5.33,1,1,27.35
721608,927933,8.59,1,1,79.09
317235,789280,12.5,1,0,100.0
1202403,395535,14.46,1,0,48.05
1689493,330064,8.78,1,1,30.55
1881641,1354792,13.72,1,0,58.7
1267609,1070961,8.94,1,0,55.72
716409,1257935,6.79,0,0,100.0
866165,833059,5.03,1,1,55.07
891211,175702,8.3,0,0,25.71
751120,123527,8.78,1,1,22.62
1443085,1245087,14.45,1,0,68.81
1626445,965108,7.06,0,0,39.88
345016,799980,8.82,1,0,100.0
482017,878667,5.25,0,0,100.0
1813236,733019,12.64,1,0,41.06
1338040,337120,14.15,1,0,38.65
870739,1333887,7.38,0,0,92.94
1365898,919075,9.29,0,0,51.15
1940687,773225,6.22,1,1,34.41
945182,1468351,9.57,1,0,99.41
647557,773666,6.33,0,0,67.72
998519,644670,10.23,1,1,51.55
616978,853083,12.35,0,0,96.13
1233316,230116,10.53,1,1,29.17
1069049,64633,7.45,1,1,12.98
824771,129164,8.54,0,0,23.27
723886,837001,11.39,0,0,84.32
1782460,503116,10.9,1,1,40.43
1483203,903941,6.37,0,0,43.82
1880403,173425,13.45,0,0,29.57
742601,824508,9.75,1,1,74.68
1970485,1488242,6.62,1,0,48.37
1363490,345182,6.23,1,1,21.8
747993,1278736,14.66,1,0,100.0
1971300,1302825,7.82,1,0,51.05
303892,255538,14.09,1,0,67.45
1982581,515432,9.11,1,1,35.31
1512743,772153,8.86,1,1,39.92
843942,1398858,12.01,1,0,100.0
1439444,1030814,5.1,1,0,48.77
1328649,251466,8.38,0,0,23.36
1837293,1074389,8.03,0,0,43.26
304195,522243,13.68,0,0,100.0
916987,1285799,10.29,1,0,95.13
1282424,947172,8.65,1,1,54.1
1132883,361416,7.66,0,0,26.91
1538486,187980,10.91,1,1,31.23
1226630,454060,6.52,1,1,32.24
268099,887887,7.46,1,0,100.0
1677852,1070669,7.94,1,0,47.29
1212237,779887,11.08,1,1,53.67
1317698,1437828,8.73,1,0,68.48
1920023,486282,10.06,1,1,31.99
773156,276301,11.5,1,1,38.7
1891983,1007508,14.56,1,0,57.75
1665017,874765,12.65,1,0,46.62
1517363,957651,9.05,1,1,45.72
686275,1443749,12.48,0,0,100.0
498871,1400417,14.5,1,0,100.0
1357655,961952,9.99,0,0,52.17
1052129,461249,9.1,0,0,43.05
1264605,1040391,5.78,0,0,56.21
1494929,105063,13.92,1,0,28.47
607442,593628,7.46,0,0,65.92
1443294,637069,5.64,1,1,34.5
1670523,1109214,10.37,1,0,56.39
1620178,267986,13.46,1,0,38.07
1096816,1405044,9.07,1,0,83.8
1317502,1449076,12.83,0,0,85.22
1909933,271668,13.36,1,0,37.47
517650,344786,9.54,0,0,49.67
643031,565518,10.91,1,1,69.93
1290668,599666,10.34,0,0,42.51
1573259,1434406,14.39,1,0,76.63
1183581,355019,12.26,0,0,43.0
352889,1216747,14.25,1,0,100.0
893221,1460781,7.2,0,0,91.69
1786292,638665,8.1,1,1,38.57
375006,834627,5.71,1,0,100.0
969727,628979,10.0,1,1,50.91
1389906,1088240,13.74,1,0,67.59
1306351,361207,8.27,1,1,26.54
1985516,666070,6.28,0,0,32.72
1516189,128343,5.68,1,1,12.63
490998,395215,9.48,0,0,64.07
861616,972996,6.64,1,1,73.91
276256,695687,8.46,0,0,100.0
1151441,605645,13.2,1,0,54.3
1609854,491913,8.84,1,1,33.29
1905587,644571,11.1,1,1,38.02
381360,109567,10.02,1,0,32.92
546874,359150,12.19,0,0,61.13
618267,287778,6.56,0,0,37.16
1538106,1240334,14.2,1,0,71.95
1491210,1379611,11.44,1,0,69.28
1133688,676020,7.71,1,1,43.31
233787,766079,6.23,1,0,100.0
745909,1062968,6.5,1,0,82.49
802272,1040534,12.83,0,0,94.31
1701584,1004227,10.88,1,0,53.39
1687045,866309,8.81,1,1,46.15
511955,299465,8.33,1,1,48.64
230447,274589,13.56,1,0,82.9
328046,588314,13.75,0,0,100.0
939290,1381142,10.81,1,0,93.31
1765070,345625,10.25,1,1,28.3
1217541,683672,13.16,0,0,50.06
1934190,1351347,12.49,0,0,56.45
841147,108031,9.0,1,1,27.98
388490,404398,5.83,1,0,64.6
1232038,642520,12.69,0,0,49.88
607688,392368,6.69,1,1,45.93
704409,466673,5.16,0,0,41.06
1776335,513788,13.43,1,0,42.16
1486980,810791,10.78,0,0,44.57
1893176,1069526,13.92,1,0,60.11
716595,137695,9.85,0,0,26.71
1999740,1228642,14.26,1,0,62.43
863689,1237558,8.54,0,0,90.32
365937,1363413,12.25,1,0,100.0
1295426,603098,8.01,0,0,43.6
1564940,594380,5.01,0,0,25.58
443306,1302876,8.8,1,0,100.0
1342384,340699,12.38,1,0,35.67
1750173,646222,6.5,0,0,34.76
861757,913689,10.05,0,0,68.47
428981,545707,7.12,0,0,75.24
722220,205223,5.75,1,1,24.95
1939461,1454668,11.17,1,0,61.97
253072,613339,14.52,1,0,100.0
1994042,541513,8.11,1,1,29.28
1856684,130738,10.81,1,1,23.51
1726322,385740,14.54,1,0,36.17
1271860,180613,11.5,1,1,32.49
283369,123601,11.73,1,0,44.88
1011554,1128449,6.79,0,0,72.48
937266,1170044,9.93,1,0,84.22
787100,862902,8.67,1,1,67.73
1518719,1106904,9.71,1,0,55.86
484580,187405,13.01,0,0,50.27
1906032,825807,9.61,1,1,38.96
723156,171173,5.63,1,1,23.02
969097,96638,14.06,1,0,34.63
1667071,847700,10.45,1,1,43.35
452164,1300251,14.24,1,0,100.0
969605,1212496,10.72,1,0,85.56
1536921,460261,5.7,1,1,25.12
350787,57887,10.53,1,0,27.16
360381,803266,10.76,1,0,100.0
1919014,1072658,7.14,1,0,38.5
649830,1123494,9.71,1,0,100.0
1777969,871929,9.59,1,1,46.37
1104098,405706,11.23,1,1,37.31
1605568,766369,7.6,1,1,43.4
268920,1372649,10.82,0,0,100.0
1030051,570337,7.41,0,0,42.55
1815685,1067977,9.46,0,0,47.57
850024,784459,6.23,1,1,62.28
1130997,1477286,5.37,1,0,80.53
741357,340690,8.21,0,0,38.2
1754235,1088646,7.75,1,0,46.95
207531,259496,9.07,0,0,78.81
630267,742698,14.62,0,0,86.84
1911672,656782,10.22,1,1,32.9
1911646,358710,10.53,1,1,33.3
1315731,397608,14.42,1,0,48.64
1131479,1226855,14.21,1,0,85.33
1835288,131991,13.84,1,0,31.46
507747,404824,5.98,0,0,55.1
1140756,1388733,11.34,0,0,87.13
674013,1150708,13.08,1,0,100.0
332503,305069,13.36,1,0,76.97
1978539,535714,10.78,1,1,30.4
892841,733444,5.17,1,1,46.51
864917,726503,14.74,0,0,67.29
1614022,1190203,9.72,1,0,51.89
1904098,172772,8.94,1,1,21.66
1152246,1327991,8.95,1,0,79.93
219675,1026230,9.24,1,0,100.0
273997,715582,7.42,1,0,100.0
348087,1027469,8.27,1,0,100.0
1167561,1357589,14.85,1,0,88.18
686799,1114692,8.68,1,0,96.55
719349,756412,10.27,0,0,73.29
955678,754177,13.48,1,0,68.88
340905,283982,10.27,1,0,62.78
470040,255383,8.24,1,0,42.83
1674764,341799,10.24,0,0,34.13
511877,238874,6.14,0,0,33.49
766088,981697,6.3,0,0,76.49
1344620,261284,11.94,1,1,38.38
467491,486441,14.17,0,0,85.04
1962999,1289658,12.26,1,0,52.43
689066,263807,5.75,1,1,30.96
858003,1295099,9.03,1,0,91.9
502929,523818,5.03,1,1,60.05
1005113,1379615,10.11,1,0,89.81
566008,988713,6.93,1,1,100.0
1133396,1334468,13.68,1,0,88.56
1033731,292718,6.04,0,0,21.51
1265649,767167,5.01,1,1,44.6
1803546,597374,9.51,1,1,36.26
953158,1184213,6.55,1,0,77.06
1656081,525243,12.38,1,0,41.66
315359,419478,14.2,1,0,99.8
1125431,637371,5.42,1,1,44.02
266707,1193604,8.96,1,0,100.0
451351,712643,14.97,1,0,100.0
670670,312399,12.33,0,0,49.14
1487087,257627,14.53,0,0,35.83
1484294,871482,6.64,1,1,39.56
1838292,320888,7.21,1,1,22.18
250601,467972,6.55,0,0,100.0
1194969,1160172,8.02,1,0,60.14
1644331,1480360,12.24,1,0,69.64
695479,891464,6.65,1,1,76.47
1884351,879119,10.24,1,1,44.08
1926605,227175,7.69,1,1,24.88
1712760,1251624,13.29,1,0,58.59
1662436,443807,5.07,1,1,26.12
1660537,1104853,7.23,1,0,49.4
451924,898292,11.05,1,0,100.0
983441,183332,5.97,1,1,23.6
1771970,1339091,9.66,1,0,57.07
449430,336885,9.36,1,0,56.01
1676313,431864,13.53,1,0,39.77
1371364,1397931,11.25,1,0,77.96
1870103,814752,11.4,1,1,49.03
1799792,832733,14.52,1,0,56.31
480466,484758,14.82,1,0,83.95
650930,1367589,11.53,1,0,100.0
1598616,399760,10.22,1,1,31.95
1310868,144515,11.08,1,1,31.62
753343,1249070,8.82,1,0,100.0
505035,1286664,14.87,0,0,100.0
1854776,269601,12.05,0,0,34.1
1910524,783282,7.91,1,1,33.4
1601256,346177,5.58,0,0,22.97
468448,1359281,5.45,1,0,100.0
1780209,62938,7.05,0,0,16.6
1408948,1229418,7.33,1,0,60.51
1141763,1044199,9.15,1,0,68.53
291006,1362994,7.15,1,0,100.0
329350,475031,11.31,1,0,97.32
888725,1248609,7.11,1,0,85.92
1005878,1118620,6.88,0,0,71.32
988768,1197948,9.71,1,0,79.29
406487,989479,13.89,0,0,100.0
297852,1375426,9.68,0,0,100.0
